Satellite.Name,Op.Owner.Country,Operator.Owner,Users,Purpose,Type.of.Orbit,Perigee.km,Apogee.km,Inclination.deg,Period.min,Launch.Mass.kg,Dry.Mass.kg,Power.watts,Launch.Date,Expected.Lifetime,Contractor,Country.of.Contractor,Launch.Site,Launch.Vehicle,COSPAR.Number,NORAD.Number,Sat.Stock.Size,Record.Period,Eccentricity,Current.Official.Name.of.Satellite,Longitude.of.GEO..degrees.,Class.of.Orbit,Longitude.of.position.in.GEO,Satellite.Launch.Mass,Power,Country.Org.of.UN.Registry,Detailed.Purpose,Exp.Lifetime,Launch.Provider,Launch.Year,Launch.Month,Launch.Day,select,Sats.Per.Launch,LEO,MEO,Molniya,Elliptical,GSO,Orbit.Class,Price.Per.Vehicle
"Kukai (Space Tethered Autonomous Robotic Satellite One, Stars)",Japan,Kagawa University,Civil,Technology Development,NA,651,667,98.03,97.92,7,NA,NA,2009-01-23,NA,Kagawa University,NA,Tanegashima Space Center,H-2A,2009-002G,33498,888,2009-04-10,0.00114,NA,NA,LEO,NA,NA,NA,NA,NA,NA,JAXA,2009,1,23,1,8,1,0,0,0,0,LEO,100
"Prism (Pico-satellite for Remote-sensing and Innovative Space Missions, Hitomi)",Japan,University of Tokyo,Civil,Earth Observation,Sun-Synchronous,620,650,98,97.3,5,NA,NA,2009-01-23,NA,University of Tokyo,Japan,Tanegashima Space Center,H-2A,2009-002B,33493,888,2009-04-10,0.00214,NA,NA,LEO,NA,NA,NA,NA,NA,NA,JAXA,2009,1,23,1,8,1,0,0,0,0,LEO,100
SDS-1 (Small Demonstration Satellite),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,Sun-Synchronous,663,667,98.03,98.04,100,NA,100,2009-01-23,NA,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H-2A,2009-002C,33494,888,2009-04-10,0.000284,NA,NA,LEO,NA,NA,NA,NA,NA,NA,JAXA,2009,1,23,1,8,1,0,0,0,0,LEO,100
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,Astrotech SOHLA,Civil,Technology Development,Sun-Synchronous,661,666,98.03,98.01,50,NA,NA,2009-01-23,NA,Space Oriented Higashiosaka Leading Association,Japan,Tanegashima Space Center,H-2A,2009-002E,33496,888,2009-04-10,0.000355,NA,NA,LEO,NA,NA,NA,NA,NA,NA,JAXA,2009,1,23,1,8,1,0,0,0,0,LEO,100
SpriteSAT,Japan,Tohoku University,Civil,Technology Development,Sun-Synchronous,654,667,98,97.94,45,NA,NA,2009-01-23,NA,Tohoku University,Japan,Tanegashima Space Center,H-2A,2009-002F,33497,888,2009-04-10,0.000925,NA,NA,LEO,NA,NA,NA,NA,NA,NA,JAXA,2009,1,23,1,8,1,0,0,0,0,LEO,100
Koronas-Foton (Complex Orbital Observations Near Earth of Activity of the Sun),Russia,Federal Space Agency,Government,Solar Physics,NA,540,562,82.48,95.67,1920,NA,2000,2009-01-30,3 yrs.,All-Russia Research Institute of Electromechanics (VNIIEM),Russia,Plesetsk Cosmodrome,Tsyklon B,2009-003A,33504,888,2009-04-10,0.00159,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Roscosmos,2009,1,30,1,1,1,0,0,0,0,LEO,NA
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Meteorology,Sun-Synchronous,845,868,98.7,102.7,1420,NA,NA,2009-02-06,3 yrs.,Lockheed Martin Space Systems,USA,Vandenberg AFB,Delta 2,2009-005A,33591,888,2009-04-10,0.00159,NA,NA,LEO,NA,NA,NA,NA,NA,NA,ULA,2009,2,6,1,1,1,0,0,0,0,LEO,65
Hot Bird 10,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,NA,35766,35806,0.06,1436.07,4892,2240,11000,2009-02-11,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008B,33750,888,2009-04-10,0.000474,NA,-0.07,GEO,NA,NA,NA,NA,NA,NA,Arianespace,2009,2,11,1,4,0,0,0,0,1,GSO,220
NSS-9,Netherlands,New Skies Satellites N.V. (SES [Societe Europienne des Satellites]),Commercial,Communications,NA,35784,35792,0.02,1436.17,2238,1014,2300,2009-02-11,15 yrs.,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2009-008A,33749,888,2009-04-10,9.49E-05,NA,183,GEO,NA,NA,NA,NA,NA,NA,Arianespace,2009,2,11,1,4,0,0,0,0,1,GSO,220
SPIRALE-A (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,NA,608,35717,1.94,637.65,117,NA,NA,2009-02-11,NA,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008C,33751,888,2009-04-10,0.716,NA,NA,Elliptical,NA,NA,NA,NA,NA,NA,Arianespace,2009,2,11,1,4,0,0,1,0,0,Molniya,220
SPIRALE-B (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,NA,627,35697,1.92,637.64,117,NA,NA,2009-02-11,NA,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008D,33752,888,2009-04-10,0.715,NA,NA,Elliptical,NA,NA,NA,NA,NA,NA,Arianespace,2009,2,11,1,4,0,0,1,0,0,Molniya,220
Express-AM44,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,NA,35987,35995,0.11,1446.57,2532,NA,NA,2009-02-11,12 yrs.,NPO-PM/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2009-007A,33595,888,2009-04-10,9.44E-05,NA,-11,GEO,NA,NA,NA,NA,NA,NA,ILS,2009,2,11,1,2,0,0,0,0,1,GSO,100
Express-MD1,Russia,Russian Satellite Communications Company (intersputnik),Commercial,Communications,NA,35741,35845,0.14,1436.42,1140,NA,NA,2009-02-11,12 yrs.,Khrunichev/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2009-007B,33596,888,2009-04-10,0.00123,NA,80,GEO,NA,NA,NA,NA,NA,NA,ILS,2009,2,11,1,2,0,0,0,0,1,GSO,100
Telstar 11N,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,NA,35774,35801,0.04,1436.13,4010,NA,NA,2009-02-26,15 yrs.,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SLB,2009-009A,34111,888,2009-04-10,0.00032,NA,-37.05,GEO,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2009,2,26,1,1,0,0,0,0,1,GSO,60
Raduga-1 (Cosmos 2450),Russia,Ministry of Defense,Military,Communications,NA,35612,35949,1.44,1435.79,2400,NA,NA,2009-02-28,5 yrs.,Applied Mechanics (NPO),Russia,Baikonur Cosmodrome,Proton K,2009-010A,34264,888,2009-04-10,0.004,NA,89.84,GEO,NA,NA,NA,NA,NA,NA,ILS,2009,2,28,1,1,0,0,0,0,1,GSO,NA
GOCE (Gravity Field and Steady-State Ocean Circulation Explorer),ESA,European Space Operations Centre,Government,Earth Science,Sun-Synchronous,273,290,96.71,90.14,1100,NA,1300,2009-03-17,NA,Alenia Aerospazio,Italy,Plesetsk Cosmodrome,Rockot,2009-013A,34602,888,2009-04-10,0.00128,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Eurockot,2009,3,17,1,1,1,0,0,0,0,LEO,15
"Navstar GPS 49 (Navstar SVN 49, GPS IIR-20, USA 203)",USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,NA,20025,20087,55.02,712.86,2060,NA,NA,2009-03-24,10 yrs.,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Delta 2,2009-014A,34661,888,2009-04-10,0.00117,NA,NA,MEO,NA,NA,NA,NA,NA,NA,ULA,2009,3,24,1,1,0,1,0,0,0,MEO,65
Eutelsat W-2A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commecial,Communications,NA,35781,35822,0.03,1436.09,5900,NA,NA,2009-04-03,15 yrs.,Alcatel Alenia Space,France,Baikonur Cosmodrome,Proton M,2009-016A,34710,902,2009-07-01,0.000486,NA,10,GEO,NA,NA,NA,NA,NA,NA,ILS,2009,4,3,1,1,0,0,0,0,1,GSO,100
"Wideband Global Satcom 2 (WGS F2, USA 204)",USA,Military Satellite Communications - US Air Force,Military,Communications,NA,35786,35787,0.03,1436.12,5987,3450,NA,2009-04-04,NA,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2009-017A,34713,902,2009-07-01,1.19E-05,NA,60,GEO,NA,NA,NA,NA,NA,NA,ULA,2009,4,4,1,1,0,0,0,0,1,GSO,125
Beidou 2 (Compass G-2),China (PR),Chinese Defense Ministry,Military,Navigation/Global Positioning,NA,35781,35798,0.79,1436.26,2200,NA,NA,2009-04-14,NA,Space Technology Research Institute (part of CASC),China (PR),Xichang Satellite Launch Center,Long March 3C,2009-018A,34779,902,2009-07-01,0.000202,NA,83.45,GEO,NA,NA,NA,NA,NA,NA,China GWIC,2009,4,14,1,1,0,0,0,0,1,GSO,70
Anusat (Anna University Satellite),India,Anna University,Civil/Government,Communications,NA,404,552,41.21,94.15,40,NA,33,2009-04-20,2 yrs.,Anna University/IRSO,India,Satish Dhawan Space Center,PSLV C12,2009-019B,34808,902,2009-07-01,0.0108,NA,NA,LEO,NA,NA,NA,NA,NA,NA,ISRO,2009,4,20,1,2,1,0,0,0,0,LEO,NA
RISAT-2 (Radar Imaging Satellite 2),India,Ministry of Defense,Military,Surveillance,NA,406,553,41.22,94.19,300,NA,NA,2009-04-20,NA,Israel Aircraft Industries (IAI),Israel,Satish Dhawan Space Center,PSLV C12,2009-019A,34807,902,2009-07-01,0.0107,NA,NA,LEO,NA,NA,NA,NA,NA,NA,ISRO,2009,4,20,1,2,1,0,0,0,0,LEO,NA
Sicral 1B,Italy,Italian Defense Ministry/Telespazio,Military/Commercial,Communications,NA,35788,35802,0.04,1436.52,3038,NA,NA,2009-04-20,10-12 yrs.,Thales Alenia Space Italia,Italy,Sea Launch (Odyssey),Zenit 3SL,2009-020A,34810,902,2009-07-01,0.000166,NA,11.8,GEO,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2009,4,20,1,1,0,0,0,0,1,GSO,100
"Yaogan 6 (Remote Sensing Satellite 6, Jian Bing 7-A)",China (PR),Chinese Academy of Space Technology (CAST),Government,Remote Sensing,Sun-Synchronous,511,513,97.6,94.87,2700,NA,NA,2009-04-22,NA,Chinese Academy of Space Technology (CAST),China (PR),Taiyuan Launch Center,Long March 2C,2009-021A,34839,902,2009-07-01,0.000145,NA,NA,LEO,NA,NA,NA,NA,NA,NA,China GWIC,2009,4,22,1,1,1,0,0,0,0,LEO,25
Kobalt-M (Cosmos 2450),Russia,Ministry of Defense,Military,Reconnaissance,NA,178,330,67.14,89.59,6700,NA,NA,2009-04-29,.3 yrs.,MZ Arsenal,Russia,Plesetsk Cosmodrome,Soyuz,2009-022A,34871,902,2009-07-01,0.0115,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Starsem,2009,4,29,1,1,1,0,0,0,0,LEO,60
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",USA,Missile Defense Agency (MDA),Military,Technology Development,Sun-Synchronous,867,879,98.93,102.41,NA,NA,NA,2009-05-05,NA,Northrop Grumman,USA,Vandenberg AFB,Delta 2,2009-023A,34903,902,2009-07-01,0.000828,NA,NA,LEO,NA,NA,NA,NA,NA,NA,ULA,2009,5,5,1,1,1,0,0,0,0,LEO,65
Protostar 2,Multinational,Protostar,Commercial,Communications,NA,35783,35790,0.03,1436.1,4007,NA,NA,2009-05-16,15 yrs.,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Breeze M,2009-027A,34941,902,2009-07-01,8.30E-05,NA,108,GEO,NA,NA,NA,NA,NA,NA,ILS,2009,5,16,1,1,0,0,0,0,1,GSO,NA
CP-6 (Polysat-6),USA,California Polytechnic State University,Civil,Technology Development,NA,427,466,40.46,93.1,1,NA,NA,2009-05-19,NA,California Polytechnic State University,USA,Wallops Island Flight Facility,Minotaur,2009-028D,35004,902,2009-07-01,0.00286,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Orbital ATK,2009,5,19,1,1,1,0,0,0,0,LEO,15
Pharmasat,USA,"Ames Research Center, NASA",Government,Space Science,NA,430,465,40.47,93.54,5,NA,NA,2009-05-19,.5 yrs.,"NASA, Ames Research Center",USA,Wallops Island Flight Facility,Minotaur 1,2009-028B,35002,902,2009-07-01,0.00257,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Orbital ATK,2009,5,19,1,2,1,0,0,0,0,LEO,NA
Tacsat 3,USA,Air Force Research Laboratory,Military,Reconnaissance,NA,432,468,40.46,93.58,400,NA,NA,2009-05-19,1 yr.,Air Force Research Laboratory/Raytheon,USA,Wallops Island Flight Facility,Minotaur 1,2009-028A,35001,902,2009-07-01,0.00264,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Orbital ATK,2009,5,19,1,2,1,0,0,0,0,LEO,NA
Aerocube-3,USA,Aerospace Corporation,Commercial,Technology Development,NA,431,464,40.47,93.53,1,NA,NA,2009-05-19,1-3 yrs.,Aerospace Corporation,USA,Wallops Island Flight Facility,Minotaur-1,2009-028E,35005,902,2009-07-01,0.00242,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Orbital ATK,2009,5,19,1,2,1,0,0,0,0,LEO,NA
Hawksat-1,USA,Hawk Institute for Space Science,Civil,Technology Development,NA,427,467,40.47,93.52,1,NA,NA,2009-05-19,NA,Hawk Institute for Space Sciences/Pumpkin,USA,Wallops Island Flight Facility,Minotaur-1,2009-028C,35003,902,2009-07-01,0.00293,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Orbital ATK,2009,5,19,1,2,1,0,0,0,0,LEO,NA
Meridian-2,Russia,Military Space Forces (VKS),Government,Communications,Molniya,280,36471,62.8,645.98,2500,NA,NA,2009-05-20,NA,JSC - ISS - Reshetnev Company,Russia,Plesetsk Cosmodrome,Soyuz-Fregat,2009-029A,35008,902,2009-07-01,0.731,NA,NA,Elliptical,NA,NA,NA,NA,NA,NA,Starsem,2009,5,20,1,1,0,0,1,0,0,Molniya,NA
Measat 3A (Malaysia East Asia Sat 3A),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,NA,35728,35788,0.04,1434.6,2417,NA,NA,2009-06-21,15 yrs.,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit 3SLB,2009-032A,35362,902,2009-07-01,0.000712,NA,91.5,GEO,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2009,6,21,1,1,0,0,0,0,1,GSO,60
"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Science/Meteorology,NA,35170,35170,0,1436,3200,1533,2300,2009-06-27,10 yrs.,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2009-033A,35491,902,2009-07-01,0,NA,-89.5,GEO,NA,NA,NA,NA,NA,NA,ULA,2009,6,27,1,1,0,0,0,0,1,GSO,100
Sirius FM-5,USA,Sirius Satellite Radio,Commercial,Communications,NA,NA,NA,NA,NA,5800,NA,20000,2009-06-30,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2009-034A,35493,902,2009-07-01,NA,NA,-96,GEO,NA,NA,NA,NA,NA,NA,ILS,2009,6,30,1,1,0,0,0,0,0,0,100
TerraStar 1,USA,TerraStar Corporation,Commercial,Communications,NA,35783,35791,5.94,1436.11,6910,NA,NA,2009-07-01,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2009-035A,35496,918,2009-10-01,9.49E-05,NA,-111,GEO,NA,NA,NA,NA,NA,NA,Arianespace,2009,7,1,1,1,0,0,0,0,1,GSO,220
Rodnik-5 (Cosmos 2451),Russia,Russian Defense Ministry,Military,Communications,Intermediate,1500,1506,82.49,116.04,280,NA,40,2009-07-06,3-5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rockot,2009-036A,35498,918,2009-10-01,0.000381,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Eurockot,2009,7,6,1,3,1,0,0,0,0,LEO,15
Rodnik-6 (Cosmos 2452),Russia,Russian Defense Ministry,Military,Communications,Intermediate,1500,1506,82.5,116.05,280,NA,40,2009-07-06,3-5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rockot,2009-036B,35499,918,2009-10-01,0.000381,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Eurockot,2009,7,6,1,3,1,0,0,0,0,LEO,15
Rodnik-7 (Cosmos 2453),Russia,Russian Defense Ministry,Military,Communications,Intermediate,1496,1506,82.5,116,280,NA,40,2009-07-06,3-5 yrs.,OAO ISS,Russia,Plesetsk Cosmodrome,Rockot,2009-036C,35500,918,2009-10-01,0.000635,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Eurockot,2009,7,6,1,3,1,0,0,0,0,LEO,15
RazakSat (MACSat),Malaysia,Malaysian National Space Agency,Government,Remote Sensing,Intermediate,666,689,8.99,98.3,180,NA,NA,2009-07-14,3 yrs.,Astronautic Technology (M) Sdn Bhd,Malaysia,Kwajalein Island,Falcon 1,2009-037A,35578,918,2009-10-01,0.00163,NA,NA,LEO,NA,NA,NA,NA,NA,NA,SpaceX,2009,7,14,1,1,1,0,0,0,0,LEO,8
Atmospheric Neutral Density Experiment (ANDE) Castor Sphere,USA,Naval Research Laboratory,Military,Scientific Research,Intermediate,328,334,51.64,91.15,46,NA,NA,2009-07-15,1 yr.,Naval Research Laboratory,USA,Cape Canaveral,STS 127,2009-038F,35694,918,2009-10-01,0.000448,NA,NA,LEO,NA,NA,NA,NA,NA,NA,NASA,2009,7,15,1,2,1,0,0,0,0,LEO,NA
Atmospheric Neutral Density Experiment (ANDE) Pollux Sphere,USA,Naval Research Laboratory,Military,Scientific Research,Intermediate,328,333,51.64,91.14,27,NA,NA,2009-07-15,1.5 yrs.,Naval Research Laboratory,USA,Cape Canaveral,STS 127,2009-038E,35693,918,2009-10-01,0.000373,NA,NA,LEO,NA,NA,NA,NA,NA,NA,NASA,2009,7,15,1,2,1,0,0,0,0,LEO,NA
Parus-98 (Cosmos 2454),Russia,Ministry of Defense,Military,Navigation,Intermediate,917,944,82.96,103.63,810,NA,NA,2009-07-21,2-3 yrs.,Information Satellite Systems (formerly NPO-PM),Russia,Plesetsk Cosmodrome,Kosmos 3M,2009-039A,35635,918,2009-10-01,0.00185,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Roscosmos,2009,7,21,1,2,1,0,0,0,0,LEO,15
"Sterkh-1 (KOSPAS-11, COSPAS-11)",Russia,Russian Space Agency,Government,Rescue,Intermediate,918,944,82.96,103.64,171,55,330,2009-07-21,5 yrs.,Polyot,Russia,Plesetsk Cosmodrome,Kosmos 3M,2009-039B,35636,918,2009-10-01,0.00178,NA,NA,LEO,NA,NA,NA,NA,NA,NA,Roscosmos,2009,7,21,1,2,1,0,0,0,0,LEO,15
AprizeSat 3,USA/Argentina,Aprize Satellite/Latin Trade Satellite,Commercial,Communications,Sun-Synchronous,564,679,98.13,97.54,12,NA,NA,2009-07-29,NA,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041F,35686,918,2009-10-01,0.00822,NA,NA,LEO,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2009,7,29,1,6,1,0,0,0,0,LEO,12
AprizeSat 4,USA/Argentina,Aprize Satellite/Latin Trade Satellite,Commercial,Communications,Sun-Synchronous,605,677,98.13,97.54,12,NA,NA,2009-07-29,NA,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041D,35684,918,2009-10-01,0.00513,NA,NA,LEO,NA,NA,NA,NA,NA,NA,ISC Kosmotras,2009,7,29,1,6,1,0,0,0,0,LEO,12
