"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_welfare_loss","opt_tax_path"
"497",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13262.4465819754,5.0174145472046,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,69168.1233380865,5.0174145472046,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,8,1,1.10354924415941,5.21533662062704,-6.60959064327485,-2093.56505619376,0
"507",2007,2,65,1877.66949737721,4713.44613921338,"yes","no",1804.0352892001,1718.12884685724,14009.8635557164,5.17599602745767,1.04869392390687,2.53946621237933,2,0,1813.66949737721,4407.86034329989,"yes","no",1901.98418187471,1811.41350654735,70494.6626144101,4.79420577444382,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,8,1.04283659144809,1.05429433296621,5.03178794954405,-3.67451247923953,-2119.00403731971,10787.3821180124
"517",2008,3,65,1875.29630752965,5388.37566808051,"yes","no",2133.33240053641,1934.9953746362,16517.2358960768,5.33382320477442,1.21379897785349,2.1984667802385,3,1.74736251678121,1748.79125551553,4717.95649800372,"no","no",2118.8395199777,1921.84990474167,71886.0117626,4.56706568504787,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,8,1.0891042007146,0.993206459267637,4.35218169764557,0.544382507690573,-2079.76550499139,19216.1694654663
"527",2009,4,77,1872.84936137408,5900.88190038136,"no","no",2330.55325907825,2013.21953057186,17128.9007088531,5.45013964673531,1.32112436115843,1.86641113003975,4,77,1688.03498278245,4834.45562128169,"no","no",2086.39048122849,1802.30254290335,73154.5245482491,4.31880238296514,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,8,1.13742532400554,0.895233984935261,4.27082425146169,9.18324048182878,-2107.18759588417,24681.5525586498
"537",2010,5,77,1882.37124072257,6201.55378235501,"no","no",2559.09347878688,2105.37253822173,16546.0256331361,5.57383991027949,1.44108461101647,1.99432140829074,5,0,1704.78945940693,5019.99788422986,"no","no",2456.74585497441,2021.17089482214,73487.7612544977,4.43629649991809,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,8,1.13788768946848,0.960006297284228,4.44141468675878,3.82993878432996,-2130.81020916419,26778.3939852894
"547",2011,6,77,1891.45724763405,6453.1004464781,"no","no",2759.60075003535,2162.21939665868,16091.4957501314,5.68382860934171,1.54514480408859,2.11655309483248,6,1.40238809832603,1643.87382390811,4822.35908516647,"no","no",2537.05486871919,1987.84887540768,74465.8316626658,4.12109712597153,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,8,1.19867120938833,0.919355768651204,4.62765132707179,8.2878594795199,-2173.92607040012,39258.2820475582
"557",2012,7,77,1900.13511626993,6666.7216264533,"no","no",2908.89193027713,2170.65994552483,17174.0700817189,5.78284883071595,1.62620670073822,2.35221465076661,7,0,1586.68869452109,4566.8101231419,"no","no",2580.28378701576,1925.44748956303,75420.1741480868,3.82088080827239,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.315561245505721,0.612917034539958,5.66013796698894,0.514851485148515,1.11917238075276,0.309019182412182,8,1.26382107300234,0.887033223943091,4.39151428806432,12.1818482344401,-2159.24411653897,55397.8689971559
"567",2013,8,159,1908.4290075953,6850.87324959882,"no","no",2872.41593076852,2041.37237436552,15936.5249443606,5.87299626547664,1.70712663259512,2.42461669505963,8,0,1530.29089628685,4268.36416892148,"no","no",2612.40034466914,1856.58415178185,76391.4023343216,3.5263460557367,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,8,1.33546583174823,0.909478434750983,4.79347929369971,9.59715965956656,-2231.38589195658,69180.8122209753
"577",2014,9,164,1998.3602539587,7403.48887355479,"no","no",3097.19613973073,2096.30425929306,17066.8552965907,6.50050855330503,1.74872231686542,2.42305508233958,9,36.056845902327,1476.05117227816,3953.35748881224,"no","no",2493.83590208142,1687.92630096902,77367.3989107458,3.24857211268235,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,8,1.47802729050605,0.80519146659476,4.53319592662163,21.2677844526906,-2125.52780899578,89857.1499663144
"587",2015,10,164,2089.69765375693,8072.9036776673,"no","no",3092.78371389388,1993.63595790919,17529.3220876181,7.20031135041688,1.71473594548552,2.99082907438955,10,2.13993188650852,1459.9384812072,3809.04608246548,"no","no",2497.00882142013,1609.59415016191,78579.3252533188,3.15829607840283,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,8,1.592757049761,0.807366131101469,4.48273611840493,20.0825144969665,-2057.88728109093,129277.367239026
"597",2016,11,167,2177.32461056945,8834.13868223327,"yes","no",3227.43961863787,1981.36795688432,17496.9130437688,7.93934806705349,1.71475014196479,3.0307069846678,11,12.0225346548061,1410.53135654033,3518.28470551974,"no","no",2382.2720641216,1462.50839370415,79808.6591326106,2.9176777900619,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.76281637599791,0.738130637786192,4.56129940938543,27.342547937561,-2015.88654865297,154708.689687559
"607",2017,12,180,2264.32644064529,9695.79333446642,"yes","no",3301.33670906051,1930.22320008846,17105.3423203827,8.73987378533941,1.71475014196479,3.23009653605906,12,19.0061954208237,1372.88057941331,3282.50191925944,"no","no",2292.75532245722,1340.52655198343,81250.9065353361,2.73798335020806,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.935388168669,0.69449302646554,4.75003101449292,31.375543559916,-1995.47797622929,187450.121007857
"617",2018,13,192,2360.66446177606,10708.8366807295,"yes","no",3381.83183339785,1883.13050681994,17006.3495792594,9.68810104752785,1.71475014196479,3.46936399772856,13,26.4327183426297,1343.63780597338,3094.04329531272,"no","no",2212.29839716209,1231.89052771409,82858.1995191008,2.60130611229477,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.11980128704791,0.654171616493218,4.87219195000867,34.8977741573939,-1964.95706394146,224432.197214383
"627",2019,14,205,2464.88576534364,11897.8015714451,"yes","no",3687.47267578788,1955.54548989144,17363.3991598984,10.7973708865412,1.79449176604202,3.58899772856332,14,30.679159137714,1322.92502777444,2955.8743163557,"no","no",2263.87063697265,1200.57893388556,84645.9465750945,2.50572790426447,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.31271728393135,0.613935569431426,4.87496404336476,40.6828296159047,-1922.75954795238,255014.934033425
"637",2020,15,217,2577.57280499754,13299.5214227445,"yes","no",3914.79485877551,1977.23742571913,17727.536334797,12.1013727032408,1.83436967632027,3.74850936967632,15,37.1166552305684,1307.23909444473,2851.19057517861,"no","no",2258.82762464696,1140.86144455017,86456.0877655212,2.43449197897978,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.52098565913436,0.57699769876409,4.87693755819968,45.2543306423217,-1878.21626353046,290165.281016075
"647",2021,16,230,2697.2561171013,14951.0382511039,"yes","no",4282.38571159689,2059.90074789857,18432.8966228911,13.6222609285165,1.91412549687677,3.82826519023282,16,35.9370840790323,1298.58055467202,2787.98032598626,"no","no",2348.06946142787,1129.46155845206,88387.8999356073,2.39465263925828,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.73875622972825,0.54830872778909,4.79511721591505,50.5154982495083,-1826.90490610265,320561.604838873
"657",2022,17,242,2824.49362953153,16904.7507757726,"yes","no",4788.94844377381,2193.87246031557,19247.7971814927,15.40671754865,2.03375922771153,3.94789892106758,17,42.3776045052829,1289.06856391085,2727.01014716259,"no","no",2454.35258790271,1124.36719954764,90291.0093103395,2.35271329843504,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2.98866014016259,0.512503447618788,4.69097884079726,58.2224475099405,-1771.74549449629,357353.739676024
"667",2023,18,255,2957.77960651229,19218.495686053,"yes","no",5234.42861583083,2283.76386662247,20095.0755682962,17.4912391654908,2.11351504826803,3.98777683134583,18,38.7529396097589,1286.35359241897,2703.03662548979,"no","no",2564.1896002488,1118.74742899476,92210.4333511583,2.33967627583228,2.11351504826803,3.98777683134583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3.25131734020032,0.489870010356766,4.58870796667408,63.5921742929958,-1717.43891635481,388880.804897662
"677",2024,19,267,3097.62304282681,21970.3993072993,"yes","no",5686.60036028515,2362.89990567535,20867.8921288119,19.9431039486876,2.19327086882453,4.14728847245883,19,42.9580800628981,1280.11674115837,2665.62575815522,"no","no",2629.48320683343,1092.60458406648,94096.305046144,2.31288544844618,2.19327086882453,4.14728847245883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3.56335950381513,0.462399859360186,4.50914277615166,69.5188953955552,-1665.21533917491,436786.383510168
"687",2025,20,280,3242.45098292357,25252.2393462782,"yes","no",6130.7761467612,2426.1563041411,21776.1437750056,22.8226806511228,2.27302668938103,4.42643384440659,20,44.6462281120153,1278.31809603699,2651.75346115568,"no","no",2708.02757467071,1071.65846783464,95990.131149829,2.30465911509284,2.27302668938103,4.42643384440659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3.90414081422821,0.44171039846257,4.408040842383,74.356840145866,-1612.2474320241,503483.608995139
"697",2026,21,87.4842332279266,3392.6843553905,29184.6203116315,"yes","no",7581.05048867571,2857.21819831109,22966.1308978894,26.2308297710189,2.35278250993754,4.58594548551959,21,43.4087904821603,1278.27529627852,2647.92004966652,"no","no",2808.43341322579,1058.46901679392,97892.9567753725,2.30386358071435,2.35278250993754,4.58594548551959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.28979174616405,0.370454387214664,4.26249232883928,99.0906054259203,-1555.65477419795,564554.078560325
"707",2027,22,13.4520672457088,3342.11683008668,32938.7983063477,"yes","no",8066.52752612667,2895.41846466924,22877.2076551416,27.320449856622,2.43253833049404,4.70557921635434,22,43.2525451886409,1276.99724964696,2639.32025045085,"no","no",2902.81648000759,1041.94381145265,99787.5952345011,2.29824270909921,2.43253833049404,4.70557921635434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.54213763053907,0.359859489799751,4.36187828246923,108.832762162654,-1620.9988987577,632240.292403287
"717",2028,23,109.196136406953,3218.14337486176,35863.9257583677,"yes","no",7425.34082023774,2538.3518021725,22457.7509536479,27.1115946962768,2.47241624077229,4.86509085746735,23,52.1664661062755,1275.61084379311,2630.99321557059,"no","no",2900.04636977931,991.380477654282,103560.87570821,2.29232399258307,2.47241624077229,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.68804613598545,0.390560708253989,4.61136450938282,99.0514417661657,-1775.21739781303,705763.276195832
"727",2029,24,19.4096435931992,3194.23383863624,38234.6543339256,"yes","no",8311.7894055505,2706.08013027294,22484.3453930584,27.8320112915931,2.63192788188529,4.9049687677456,24,44.4119285317735,1283.19013216569,2666.02454261289,"no","no",3159.42476424326,1028.61804606137,103691.816902959,2.3229679603871,2.63192788188529,4.9049687677456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.813108779866,0.38011366868047,4.61173385705827,113.621163530292,-1790.80636613619,746655.538783476
"737",2030,25,57.9817369066275,3080.63550742943,39862.2392074213,"yes","no",7948.77337417013,2464.6595494393,21504.0242389246,27.1161611712996,2.67180579216354,4.86509085746735,25,50.6859261761405,1282.73350141061,2663.00305015781,"no","no",3180.62316282929,986.20917749507,103642.755783396,2.32095951408559,2.67180579216354,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.86470783358574,0.400140123904508,4.81969117184083,109.025718906651,-1878.13593527669,777889.269426186
"747",2031,26,27.3868577344219,3010.07465125684,40710.2580280452,"no","no",8145.8899186749,2405.50387092955,21542.5086850974,26.596084536573,2.75156161272005,4.9847245883021,26,41.5978188193519,1288.56797758998,2690.28131812346,"no","no",3338.22051222835,985.785769799353,107495.127690442,2.3447295677159,2.75156161272005,4.9847245883021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.85573539573438,0.409804274984774,4.98990759441142,112.506257228103,-2011.41273363716,818419.3649289
"757",2032,27,145.474766862475,2911.76548390019,40807.6706492922,"no","no",7495.77581001988,2108.11749783229,21003.4618367317,25.4436538497149,2.83131743327655,5.14423622941511,27,42.7157235661894,1285.09756654883,2673.34989438642,"no","no",3418.77937089609,961.500022903566,109312.86200853,2.33045492344819,2.83131743327655,5.14423622941511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.81857340272879,0.456094133221818,5.20451642011505,98.628694776342,-2136.33762145204,861766.498073831
"767",2033,28,152.398471545919,2935.92383785587,40712.8730997403,"no","no",7990.79530324383,2140.32108944885,21635.9668216416,25.6973999464953,2.99082907438955,5.18411413969336,28,43.1888858542811,1282.87413475532,2662.45345109018,"no","no",3612.96114717378,967.725569883665,111139.687964273,2.32132359402653,2.99082907438955,5.18411413969336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.837185719102,0.452140370271669,5.136802477119,105.034958324663,-2147.41337496387,863601.86818129
"777",2034,29,154.223820283674,2965.95812920287,40843.2177264528,"no","no",8295.41209582658,2116.10684312513,22079.6081698452,26.1117748935552,3.07058489494605,5.26386996024986,29,43.3854815946303,1281.20654731531,2654.29108377923,"no","no",3705.67793821543,945.294863340257,112861.296135325,2.31448834954302,3.07058489494605,5.26386996024986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.87343892420674,0.446714146977672,5.11156245469353,109.003856419585,-2156.01900691937,874766.303680014
"787",2035,30,126.132950544978,2996.41953208421,41198.271646244,"no","no",8880.19619708217,2157.41099662654,22667.6410329336,26.6239975388923,3.19021862578081,5.38350369108461,30,44.4830873434405,1279.79755480389,2647.4270486449,"no","no",3843.35913165985,933.729961659231,114559.5064276,2.30872637906535,3.19021862578081,5.38350369108461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.92537675066688,0.432801150601007,5.05387862200382,118.40625089023,-2160.19917407826,896177.999426319
"797",2036,31,160.249616177718,2997.2830434185,41620.6254871084,"no","no",8919.16330078279,2063.69324868008,22865.076838767,26.8029661030198,3.26997444633731,5.50313742191936,31,44.5196058226061,1279.53854005439,2646.10195322685,"no","no",3939.06082027011,911.409842694349,116194.29260297,2.30765707935755,3.26997444633731,5.50313742191936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.95835022574279,0.441640172674538,5.08173637124919,117.038802690858,-2193.35640418279,923281.357467023
"807",2037,32,119.199825739247,3032.06151388436,42175.8309122763,"yes","no",9737.68800870985,2145.79181644002,23645.7072593452,27.4562977717394,3.42948608745031,5.54300113571834,32,43.4214216352206,1279.32568106177,2645.02623546729,"no","no",4146.74463508069,913.774470373654,117827.95907,2.30678077914954,3.42948608745031,5.54300113571834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.02202374965721,0.42584488549763,4.98305919876567,129.887223407255,-2188.01557526565,933890.900438529
"817",2038,33,107.933002787428,3024.00335343758,42758.9930415057,"no","no",10117.0609048087,2123.22878916152,23936.6102072486,27.5904988256093,3.54911981828507,5.70251277683135,33,45.6292935762123,1278.02255544999,2638.76454197507,"no","no",4275.65355014674,897.315020198923,119295.860421385,2.30147507770896,3.54911981828507,5.70251277683135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.06651725736776,0.422618148726818,4.9838243338758,136.067552172073,-2221.26261118329,972733.165081834
"827",2039,34,209.708259077071,3004.81628843212,43176.580503382,"no","no",9691.51514721145,1937.06774505681,24187.5860852524,27.5175717079082,3.62887563884157,5.78226859738785,34,45.4556605499202,1278.97571617845,2643.29846615134,"no","no",4378.40698053861,875.123322607944,121399.1415979,2.30534739273039,3.62887563884157,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.08063624621891,0.451777344825016,5.01906809427004,124.551820589244,-2278.86876035403,997014.895598007
"837",2040,35,128.995778190739,3088.11230662835,43892.5924804059,"yes","no",10953.0771440741,2084.97080498488,24951.8696600416,28.8631974061595,3.78838727995457,5.78226859738785,35,45.2864112633576,1279.71983977369,2646.831976191,"no","no",4586.21616916765,873.008259896857,121410.735425421,2.30837166084597,3.78838727995457,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5.18155989396289,0.418714860567646,4.86579711579089,145.228425180582,-2200.23167225149,994841.000323437
"498",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13612.2460646181,4.80049627112167,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,71779.7807680575,4.80049627112167,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,9,1,1.10354924415941,5.27317684585737,-6.60959064327485,-2178.26748777792,0
"508",2007,2,65,1877.87921044375,4580.21361784557,"yes","no",1804.25521401873,1718.33829906546,14456.435016503,4.90372063128757,1.04869392390687,2.53946621237933,2,0,1813.87921044375,4267.49828557854,"yes","no",1902.20410669335,1811.62295875557,73252.7526508252,4.54363527193241,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,9,1.04246856284718,1.05428771490506,5.06713809920649,-3.67410212628619,-2205.47338248821,10133.437560113
"518",2008,3,65,1875.76228614782,5145.38063833002,"no","no",2133.89800490685,1935.50839447334,17173.3284320062,5.0121798638359,1.21379897785349,2.1984667802385,3,4.12370283630044,1749.23625019501,4474.30424750734,"no","no",2114.15534881379,1917.60122341387,74756.4787513008,4.29588357664677,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,9,1.0880398791541,0.990748078845538,4.35305707028674,0.74139068978257,-2162.40465993219,17850.2756523097
"528",2009,4,77,1873.61082149306,5565.85172139128,"no","no",2331.55924259148,2014.08853695409,17873.8981555344,5.08992735539263,1.32112436115843,1.86641113003975,4,77,1691.10371118967,4529.65150735125,"no","no",2090.44465308505,1805.80468898395,76152.7979055856,4.05381519786115,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,9,1.1332833128653,0.896586548134012,4.2605590142073,9.06490904621205,-2191.04504057158,22419.0269829494
"538",2010,5,77,1883.45565539273,5791.60935044624,"no","no",2560.65621208001,2106.65820276943,17241.2338623322,5.18486085163889,1.44108461101647,1.99432140829074,5,3.10497311136874,1708.01244150155,4677.62440885609,"no","no",2455.19813052437,2019.8975780868,77170.9025407579,4.15483134914883,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,9,1.1316687829775,0.958815993705778,4.47595010641072,3.94406273570082,-2241.33010491721,23889.3476400643
"548",2011,6,77,1892.88170076292,5981.51249547907,"no","no",2761.80173638609,2163.94392705653,16743.1760813876,5.27087187525576,1.54514480408859,2.11655309483248,6,9.77647245319811,1650.36683970357,4454.63834638256,"no","no",2529.36332418071,1981.82234900123,78331.7838975958,3.86726354596278,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,9,1.1883262925312,0.915838125111206,4.67843039557307,8.64975436613281,-2291.903151066,34758.3601780289
"558",2012,7,77,1901.91149428563,6144.16320374544,"no","no",2911.7806881093,2172.81558109635,17864.7132726649,5.3497332886417,1.62620670073822,2.35221465076661,7,1.85789301483386,1601.58552328232,4223.21074028762,"no","no",2600.13894659798,1940.26371534595,79500.2028468294,3.62429863297738,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.315561245505721,0.612917034539958,5.66013796698894,0.514851485148515,1.11917238075276,0.309019182412182,9,1.2429910082676,0.892972110576885,4.45012475898362,11.5420955906799,-2282.75810869679,47903.8080651863
"568",2013,8,159,1910.56511008444,6285.9298883112,"no","no",2876.06252821769,2043.96394309115,16536.0424634548,5.42277625520642,1.70712663259512,2.42461669505963,8,5.46255991530325,1546.74085387586,3934.93420663026,"no","no",2627.23789140599,1867.12891923266,80645.9325810553,3.35562667913009,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,9,1.30828921472163,0.913484274291526,4.87697904497315,9.17383413132762,-2363.64656511716,59788.1354074087
"578",2014,9,164,2000.86066854887,6812.20667997898,"no","no",3101.56867052598,2099.26376024697,17727.5041481405,5.99827174353443,1.74872231686542,2.42305508233958,9,41.4363585108116,1497.58233276154,3657.52553246967,"no","no",2518.45306756021,1704.58816754664,81802.8887452584,3.12032780106533,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,9,1.43879784004037,0.811993328244805,4.61446168968118,20.5284974204119,-2255.76431281164,77990.154482922
"588",2015,10,164,2092.60056836689,7438.16698730715,"no","no",3097.76144592224,1996.84464835721,18125.8095055914,6.63374594616825,1.71473594548552,2.99082907438955,10,18.0076671192623,1486.2579546195,3560.78211851659,"no","no",2494.68208466762,1608.09431490555,83238.167973022,3.06186364324415,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,9,1.53879526885903,0.805317687697195,4.59224554618348,20.3005345831138,-2191.77735100456,111748.06961725
"598",2016,11,167,2180.6788475023,8138.87518579478,"no","no",3233.19129689467,1984.89898839627,18079.3842526874,7.29780966141545,1.71475014196479,3.0307069846678,11,36.8004487658365,1451.93756054814,3361.25560632598,"no","no",2378.1787609604,1459.99546064273,84796.9862014306,2.90312093788124,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.6737231896982,0.735551516312856,4.69025852961923,27.6185019633645,-2155.1031627845,131877.367731509
"608",2017,12,180,2268.18949135055,8924.6431454482,"yes","no",3307.96087580578,1934.09621319187,17620.9215613524,8.0109870899406,1.71475014196479,3.23009653605906,12,32.42604647631,1437.70341244441,3262.83046550804,"no","no",2360.56287019109,1380.17222078717,86534.5651026752,2.83598427824803,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.79049116542531,0.713600601342085,4.91089894483552,29.4220195314292,-2140.15498685711,156418.116232259
"618",2018,13,192,2365.10387228127,9847.31701551176,"yes","no",3389.4443131919,1887.36942041439,17458.2099330879,8.85240083084471,1.71475014196479,3.46936399772856,13,36.048460977501,1419.63257356512,3152.42951044032,"no","no",2309.24992436976,1285.87676581278,88367.0566696965,2.75416286715319,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.9292885559705,0.681306347291808,5.06163329507326,32.171480348235,-2111.88152142719,186287.299669326
"628",2019,14,205,2469.98565672098,10927.1616980032,"yes","no",3696.62438887222,1960.39883873505,17789.7604281024,9.83135684043002,1.79449176604202,3.58899772856332,14,40.0602013802037,1405.8634981224,3067.90692082629,"no","no",2379.03449980034,1261.65278916587,90351.8862290368,2.69254387487664,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.07825768209753,0.643569443236332,5.07887031948492,37.575534713604,-2069.3545841085,211368.514035928
"638",2020,15,217,2583.43722384971,12196.6188309512,"yes","no",3925.55237088718,1982.67070034069,18118.1832822742,10.975416087477,1.83436967632027,3.74850936967632,15,38.2934863615034,1396.62309223996,3009.84335833422,"no","no",2418.37955722997,1221.44601253635,92355.2579833563,2.65136508110098,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.2378592446875,0.61606095874946,5.09737960724306,41.0945743190196,-2024.14809760767,240182.639553235
