"","year","time.oa","launches.oa","satellites.oa","debris.oa","runaway.oa","kessler.oa","fleet_flowv.oa","fleet_pv.oa","fleet_vfn_path.oa","collision_rate.oa","returns.oa","costs.oa","time.opt","launches.opt","satellites.opt","debris.opt","runaway.opt","kessler.opt","fleet_flowv.opt","fleet_pv.opt","fleet_vfn_path.opt","collision_rate.opt","returns.opt","costs.opt","X","payloads_in_orbit","launch_successes","payloads_decayed","launch_failures","num_destr_asat","num_destr_satsat","num_destr_debsat","debris","risk.x","tot_rev","tot_cost","r_s","r_s_raw","risk.y","share_in_LEO","Ft_Ft","implied_r","bootstrap_draw","riskPoA","flowWelfPoA","NPVPoA","flow_welfare_loss","npv_welfare_loss","opt_tax_path"
"5631",2013,8,159,1911.12323638917,5461.19898828273,"no","no",2877.01532049685,2044.64107477544,17223.802597379,5.24951368612995,1.70712663259512,2.42461669505963,8,0,1529.44093529738,3829.35639158872,"no","no",2610.94935362735,1855.55295953826,68776.8307081493,3.27049897404259,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,32,1.28454425768378,0.907520142498389,3.99312697177656,9.80663431296959,-1900.13664790332,54375.7022312786
"5731",2014,9,164,2001.5677634342,5796.23284967924,"no","no",3102.8051831321,2100.10068065043,18518.6324207296,5.77488433115277,1.74872231686542,2.42305508233958,9,10.6217220588167,1475.47679260062,3604.47095146806,"no","no",2554.46217761991,1728.96055062667,69376.1396284308,3.02909103771443,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,32,1.40537767091124,0.823275077503038,3.74628849756592,19.2975136859754,-1789.79841360152,70966.2901494743
"5831",2015,10,164,2093.50014354114,6187.84131985593,"no","no",3099.3039798092,1997.83897945431,18899.3047263523,6.34644165278698,1.71473594548552,2.99082907438955,10,0,1434.16024715833,3418.27098152419,"no","no",2459.20612738878,1585.22619653225,70061.3145466557,2.84823749187782,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,32,1.52643662590506,0.793470451239885,3.70708423199111,21.5373726453286,-1721.44816080418,105211.342341578
"5931",2016,11,167,2181.82630329651,6611.24325301623,"no","no",3235.15889688069,1986.10692410536,18820.1508358462,6.93236125397489,1.71475014196479,3.0307069846678,11,3.16752647106581,1383.76920622382,3205.06267860222,"no","no",2363.21859821882,1450.81121846055,70872.4540275833,2.63729177680348,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1.66711858972919,0.730479915684332,3.76577502729652,28.1504877564926,-1680.50235313699,124405.81640331
"6031",2017,12,180,2269.65214256291,7067.23995453271,"no","no",3310.46895717982,1935.56263642662,18263.3948436735,7.5493210432585,1.71475014196479,3.23009653605906,12,2.85338987231461,1338.42343156901,3010.23656648406,"no","no",2285.84504454937,1336.48625560888,71825.0130701133,2.45391802181033,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1.81418710341617,0.69048979891256,3.93273067164694,31.7998106635799,-1662.31658020072,149646.404602531
"6131",2018,13,192,2366.96427095611,7584.56779496635,"no","no",3392.6344320837,1889.14579798178,18020.6433608121,8.2665901918884,1.71475014196479,3.46936399772856,13,3.5962691434994,1294.44701922448,2824.04778175465,"no","no",2207.17644328847,1229.03843214308,72895.7293454796,2.28274866039165,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1.98043635118633,0.650578919560414,4.0451235777741,35.2788006795748,-1633.06269730831,178513.364017789
"6231",2019,14,205,2472.35061215876,8165.37182823891,"no","no",3700.86828193236,1962.6494658347,18319.9134960281,9.08546779077925,1.79449176604202,3.58899772856332,14,10.6665815253131,1252.8397009833,2650.45847779657,"no","no",2209.9281907192,1171.97210293132,74115.1203304716,2.12681849514228,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2.16472290487938,0.597137758592509,4.04560427354312,42.4785301520621,-1589.6670763806,202180.845592904
"6331",2020,15,217,2586.44473777958,8817.22377496326,"yes","no",3931.06926324123,1985.45710586885,18608.6547214302,10.0218908913376,1.83436967632027,3.74850936967632,15,12.4782313543396,1219.83548455007,2510.63748651828,"no","no",2190.85445580937,1106.53037530675,75422.5639175974,2.006736234751,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2.35536076626981,0.557317693762275,4.05309062082487,47.3935241085932,-1547.2867853398,227624.331966029
"6431",2021,16,230,2707.8437668781,9542.08434993263,"yes","no",4302.65180198668,2069.64908388751,19317.8887479512,11.0776955742017,1.91412549687677,3.82826519023282,16,21.2959991885655,1189.85528750407,2386.58774117309,"no","no",2196.00561102037,1056.31624640451,76829.013491703,1.901051853668,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2.56050721882229,0.510384226305834,3.9770916218705,54.8008564994682,-1496.05515521318,248292.361123215
"6531",2022,17,242,2837.18964185115,10347.3183857918,"yes","no",4814.769075984,2205.70118943615,20093.3801132763,12.2706413613246,2.03375922771153,3.94789892106758,17,21.0591784029101,1169.79086166042,2300.60442354153,"no","no",2295.93345169908,1051.79356794883,78323.5400058967,1.83151955377741,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2.76233001273922,0.476852246798535,3.89797732210053,62.5361021897943,-1445.70260737311,270450.369516689
"6631",2023,18,255,2973.08581256532,11234.97234165,"yes","no",5266.7785126558,2297.87801945176,20988.0295810679,13.6028259082913,2.11351504826803,3.98777683134583,18,28.5981405795134,1150.22330251672,2220.95675892249,"no","no",2316.97125631509,1010.88688441984,79790.6106726415,1.76548723666264,2.11351504826803,3.98777683134583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2.98084418375485,0.439921908762165,3.80171994538335,69.8884715195466,-1393.18340378359,287260.216667099
"6731",2024,19,267,3116.18008905245,12212.2695799351,"yes","no",5727.30098918326,2379.81185764861,21655.2735883041,15.0937239489396,2.19327086882453,4.14728847245883,19,30.2798686448745,1138.90850526511,2172.39621811514,"no","no",2372.355496676,985.762709557285,81319.9616904545,1.72753453938172,2.19327086882453,4.14728847245883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3.19327228448474,0.414218756995049,3.75520361628565,75.8371960986603,-1348.6963236433,311882.852157711
"6831",2025,20,280,3265.0799356744,13281.321452622,"yes","no",6182.21236031657,2446.51136046532,22241.8806543289,16.745348262968,2.27302668938103,4.42643384440659,20,29.3882125442425,1129.68796315299,2133.79422191403,"no","no",2437.7259122868,964.690921391277,82867.5117058418,1.69703130798472,2.27302668938103,4.42643384440659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3.41404320563287,0.394312872190299,3.72574212557486,80.7825935645088,-1307.9218688061,346302.716932312
"6931",2026,21,292,3420.43712566849,14449.0850087424,"yes","no",6708.44856384211,2528.34371010658,23222.3488714335,18.5787067120102,2.35278250993754,4.58594548551959,21,32.6579385553555,1119.91152671008,2095.55624928308,"no","no",2485.14072683662,936.623403404087,84416.6820875029,1.6653203824131,2.35278250993754,4.58594548551959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3.65274861155945,0.370449397231916,3.63514830282075,86.9742062516426,-1260.22747191925,372543.338641786
"7031",2027,22,305,3580.86147275619,15717.5903268556,"yes","no",7275.38112768068,2611.44250563387,24396.6981079901,20.5953201240458,2.43253833049404,4.70557921635434,22,34.466472615396,1113.76021034684,2070.99888680371,"no","no",2547.07968544774,914.254805223547,86005.2946154732,1.64545809878948,2.43253833049404,4.70557921635434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3.89301338783526,0.350095705056173,3.5252842099688,93.0115716915826,-1211.91773851191,395631.159034932
"7131",2028,23,317,3747.00749710847,17093.3279453045,"yes","no",7721.92838832935,2639.74022409051,25795.7907158841,22.8174779706267,2.47241624077229,4.86509085746735,23,49.6495748657012,1109.64095417844,2054.41110547192,"no","no",2501.94462378058,855.289447105256,89254.7598755052,1.63220561891541,2.47241624077229,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4.13990796542236,0.324005157515049,3.460051326147,98.1304832345713,-1192.96526389478,422410.836054171
"7231",2029,24,330,3917.486429098,18578.0552101912,"yes","no",8691.90206629423,2829.83390558116,27216.7377647164,25.2457450949282,2.63192788188529,4.9049687677456,24,31.8378610200876,1120.8544387448,2089.74679103168,"no","no",2793.84433493197,909.595548316743,89454.4748012531,1.66717538917235,2.63192788188529,4.9049687677456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4.33260022162609,0.321430719493037,3.28674492786646,106.052489042781,-1119.09161044958,437183.121324945
"7331",2030,25,342,4092.9550827217,20177.5766250143,"yes","no",9271.72002382723,2874.86285251391,28330.3300176028,27.903376151813,2.67180579216354,4.86509085746735,25,48.8927579789614,1113.84993146329,2065.06516651679,"no","no",2738.12298864478,849.004073185972,89311.074305195,1.64496319067503,2.67180579216354,4.86509085746735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4.61626012615735,0.295319852369154,3.15248972566512,112.44359291923,-1049.4822300277,447159.527403219
"7431",2031,26,355,4272.02597286238,21893.1797505166,"yes","no",9985.16544662388,2948.64703224875,30297.5040478605,30.7894658262356,2.75156161272005,4.9847245883021,26,32.2679455890131,1124.15445892943,2098.39533264915,"no","no",2932.33343416676,865.92619065146,92734.4420026707,1.67731694327735,2.75156161272005,4.9847245883021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,4.83035581783669,0.293668988244779,3.06079477227495,116.291775872469,-1029.50167847177,469737.137291445
"7531",2032,27,367,4455.35857668557,23729.7728031305,"yes","no",10726.5997134727,3016.75678693419,31882.2956716968,33.9278624689221,2.83131743327655,5.14423622941511,27,33.2378705292533,1117.4606172641,2075.48825548209,"no","no",2992.90226889461,841.726033738189,94254.00972103,1.65610722805528,2.83131743327655,5.14423622941511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.13827814564565,0.279016869170153,2.95631188831559,122.271112104593,-986.107731176919,498808.094211936
"7631",2033,28,380,4641.56740980673,25687.9920784621,"yes","no",11912.1713869055,3190.65508162536,34076.8361151507,37.3156401351295,2.99082907438955,5.18411413969336,28,35.0819275162923,1111.97954999951,2056.75179179808,"no","no",3143.87205178022,842.08084422116,95801.0584511391,1.63884280160595,2.99082907438955,5.18411413969336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.45488672477384,0.263920988849786,2.81132491665051,133.066904050833,-936.721119715046,516542.908068095
"7731",2034,29,233.884857422187,4831.31583717921,27771.664711106,"yes","no",13603.8259572142,3470.24944248725,35988.0248210971,40.9768317235512,3.07058489494605,5.26386996024986,29,36.0462161379366,1108.54129113561,2044.94682753174,"no","no",3214.12754967583,819.903486888594,97261.2425573364,1.62805242963156,3.07058489494605,5.26386996024986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.77505911891463,0.236266441498494,2.70260018550168,151.480544947004,-893.356096516484,538213.18749852
"7831",2035,30,146.574902973224,4865.10681207282,29454.1038693732,"yes","no",14731.6678371111,3579.00450452613,36857.4945769378,42.3547122926394,3.19021862578081,5.38350369108461,30,36.2215637437785,1106.19195888186,2036.87692138739,"no","no",3333.99526880239,809.981885082507,98712.6354673286,1.62069940719595,3.19021862578081,5.38350369108461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.94206475604507,0.226314854887211,2.67822424178268,165.022493179261,-895.576663087231,564381.00776966
"7931",2036,31,283.904596864578,4809.13331082328,30466.444093765,"yes","no",14163.3770241613,3277.08604020143,36668.3388010381,42.1092834372566,3.26997444633731,5.50313742191936,31,36.7507455508241,1104.10311900097,2029.755515744,"no","no",3408.14458213031,788.567798063596,100116.119343364,1.61418222588793,3.26997444633731,5.50313742191936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,5.98919027898881,0.240630788569447,2.73031510608082,157.53328598973,-929.327879379646,587943.889177473
"8031",2037,32,197.49272761563,4892.58600935623,31413.1999509024,"yes","no",15684.3532372717,3456.19584367349,38154.0378192948,43.8071296376412,3.42948608745031,5.54300113571834,32,37.643293856485,1102.61914503929,2024.70786364363,"no","no",3572.76019706992,787.291561006893,101519.400735177,1.60956159796907,3.42948608745031,5.54300113571834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,6.13372436651211,0.227791362705333,2.66077737868777,174.374167795993,-912.289769716703,598054.091627702
"8131",2038,33,202.539660530711,4885.21340363133,32108.1221525551,"no","no",16183.2227053883,3396.31091211093,38641.0404902399,44.0779738236325,3.54911981828507,5.70251277683135,33,36.9918653281461,1102.08147856679,2022.85233776004,"no","no",3700.47263227372,776.604005874212,102811.88271095,1.60788581176428,3.54911981828507,5.70251277683135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,6.18438593026046,0.22866104604997,2.66069136354957,179.989049095909,-925.280791759648,621929.12711242
"8231",2039,34,332.097750727929,4882.87077330334,32580.4257596638,"no","no",15799.0524015547,3157.79672679144,39253.9680371232,44.3001074666093,3.62887563884157,5.78226859738785,34,46.1108178502403,1100.91186294751,2018.91579490404,"no","no",3728.44710590658,745.214191826352,104634.998691439,1.60425567930687,3.62887563884157,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,6.22599138138804,0.235991818442204,2.66559035745083,174.129825772605,-943.182814599521,635231.610345755
"8331",2040,35,197.049066438968,5009.94929134558,33331.8436803151,"no","no",17840.2375395364,3395.97484201532,40472.3807624624,46.5768004578622,3.78838727995457,5.78226859738785,35,44.5566068410539,1108.90355963672,2045.50753015719,"no","no",3943.31787148091,750.629483264525,104778.361563634,1.62910295762145,3.78838727995457,5.78226859738785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,6.32821997359312,0.221035054199362,2.5888855458885,195.391003878786,-904.143540027321,636386.824400056
"4932",2006,1,64,1881,4019,"yes","no",1704.50028392959,1704.50028392959,13810.9627668271,4.91480225625196,1,2.75780806360023,1,0,1881,4019,"yes","no",1881,1881,67561.1814166581,4.91480225625196,1,2.75780806360023,49,1881,43,18,21,0,0,0,4019,4.1071734234289,70.44,161.019,0.196541752971631,0.437463901775567,4.1071734234289,0.449275362318841,1.20646016903435,0.19210731761644,33,1,1.10354924415941,4.89185168024164,-6.60959064327485,-2012.84710350563,0
"5032",2007,2,65,1877.76870127367,4324.58983070166,"no","no",1804.13932372354,1718.22792735575,14736.9666941461,4.97106505174603,1.04869392390687,2.53946621237933,2,0,1813.76870127367,4106.12425705991,"no","no",1902.08821639815,1811.51258704586,68866.7457377692,4.62212663889439,1.04869392390687,2.53946621237933,50,1918,59,22,6,1,0,0,6542,4.7396772164971,73.868,185.503,0.228755375981188,0.39820380263392,4.7396772164971,0.574468085106383,1.15205658959502,0.223126945346216,33,1.03883700987724,1.05429120211873,4.67306109642798,-3.6743183520527,-2030.54914763813,9428.12675477837
"5132",2008,3,65,1875.59034018486,4649.11668217201,"no","no",2133.68929707276,1935.31909031543,17661.3297694806,5.03656622078265,1.21379897785349,2.1984667802385,3,0.521481713625633,1749.05352754519,4187.55599509732,"no","no",2121.85292372149,1924.58315076779,70211.8384249482,4.34806087483832,1.21379897785349,2.1984667802385,51,1957,59,20,6,1,0,0,6933,5.08921643427632,85.504,169.996,0.260364326911498,0.502976540624485,5.08921643427632,0.517647058823529,0.916405664598416,0.254328693797998,33,1.08019968431929,0.994452625615401,3.9754559447883,0.444528914977003,-1973.59612618089,16461.3876207778
"5232",2009,4,77,1873.42101059464,4870.13859338196,"no","no",2331.30847878956,2013.87191775364,18425.2087157294,5.07778089846521,1.32112436115843,1.86641113003975,4,77,1687.27439261207,4158.87723951687,"no","no",2085.38564702555,1801.43452933856,71391.08032497,4.07157888059291,1.32112436115843,1.86641113003975,52,2008,72,21,5,0,1,0,9175,5.76191251482962,93.055,137.815,0.399618091985189,0.675216776112905,5.76191251482962,0.591836734693878,0.810695545777548,0.392680559704867,33,1.12321122069221,0.894512959566938,3.87464160794142,9.24661577482726,-1991.49896102142,20865.0137030869
"5332",2010,5,77,1883.28389229599,4946.00538156097,"no","no",2560.40868692456,2106.45456321147,17744.8453702713,5.14313679940551,1.44108461101647,1.99432140829074,5,0,1704.29314484945,4205.65160552588,"no","no",2456.03062370341,2020.58247228544,72111.5174956401,4.15510384940309,1.44108461101647,1.99432140829074,53,2033,60,35,6,0,0,0,9518,5.69780954361475,101.507,136.162,0.381618341877078,0.745486993434292,5.69780954361475,0.511904761904762,0.988005659761274,0.374836535842161,33,1.12014617082442,0.959233827101825,4.06380083854952,3.9040267924421,-2033.46314391409,21849.737619617
"5432",2011,6,77,1892.75598112655,5012.32350471624,"no","no",2761.60748134318,2163.79172314744,17206.0260556211,5.2047402011881,1.54514480408859,2.11655309483248,6,0,1643.66584754208,3996.8127685408,"no","no",2539.7017439875,1989.92277143979,73028.186600853,3.85277309379194,1.54514480408859,2.11655309483248,54,2063,67,37,9,0,0,0,9662,5.77111052579584,108.839,166.985,0.352498177460642,0.651789082851753,5.77111052579584,0.540816326530612,1.2263700591942,0.345667395136873,33,1.17312564314358,0.919646170263217,4.24433778984051,8.25834935680955,-2077.4537383661,31965.0352883253
"5532",2012,7,77,1901.85388561139,5071.56479084523,"no","no",2911.68700449723,2172.74567294261,18404.5416079313,5.26318997984068,1.62620670073822,2.35221465076661,7,0,1585.34464956633,3776.2799931557,"no","no",2578.09809210425,1923.81649036771,73910.9011797529,3.56880483708617,1.62620670073822,2.35221465076661,55,2095,63,31,6,0,0,0,9427,5.66013796698894,114.545,186.885,0.315561245505721,0.612917034539958,5.66013796698894,0.514851485148515,1.11917238075276,0.309019182412182,33,1.22934220204603,0.885431053585865,4.01590557125865,12.355314552152,-2055.81932335575,44978.2170088122
"5632",2013,8,159,1910.59308361923,5125.45152548845,"no","no",2876.11028258394,2043.99788122768,16969.8499381621,5.31891723413006,1.70712663259512,2.42461669505963,8,0,1529.23519840728,3553.1802855079,"no","no",2610.59813470295,1855.30335480591,74817.3483183146,3.30373561256042,1.70712663259512,2.42461669505963,56,2209,151,37,8,0,0,3,9410,5.74487965357175,120.249,215.897,0.4413755650952,0.556973927382039,5.74487965357175,0.792452830188679,1.15523985338577,0.4346248890992,33,1.28861752084593,0.90768359979491,4.40883971225131,9.78893719289964,-2132.72926654748,55737.5568568235
"5732",2014,9,164,2000.9881221229,5455.09658289978,"no","no",3101.79155143525,2099.41461481941,18234.7392898555,5.85546608880389,1.74872231686542,2.42305508233958,9,23.1310851506741,1475.24575687412,3333.40481431761,"no","no",2523.74728447242,1708.17150194395,75749.5794086356,3.05734377581197,1.74872231686542,2.42305508233958,57,2256,131,84,33,0,0,0,9130,5.88826953659207,123.183,254.387,0.327655781378313,0.484234650355561,5.88826953659207,0.676646706586826,1.17827945733382,0.320584852636483,33,1.41200768035209,0.81364180752399,4.1541355872731,20.3486655991059,-2024.67235720954,72832.1844543723
"5832",2015,10,164,2092.8618506002,5832.71770846199,"no","no",3098.20947595963,1997.13345251404,18628.576854375,6.4382248726457,1.71473594548552,2.99082907438955,10,3.7854052761304,1446.41893437349,3199.59892576413,"no","no",2468.90503884289,1591.47820133317,76824.7039041531,2.92670261036934,1.71473594548552,2.99082907438955,58,2271,89,74,28,0,0,0,9331,5.96119901784433,126.551,239.109,0.384916882714958,0.529260713733067,5.96119901784433,0.727272727272727,0.939941899546754,0.377825876512837,33,1.52034126529094,0.796881249637965,4.12402431515376,21.1806644274156,-1958.72230563653,105984.692678813
"5932",2016,11,167,2181.1204775208,6234.85885871746,"no","no",3233.94858203158,1985.36389577853,18570.5045508351,7.0346584665945,1.71475014196479,3.0307069846678,11,10.4439673903137,1399.33025241438,3009.49014990564,"no","no",2367.84914406572,1453.65397192709,77997.1571232484,2.72433806099885,1.71475014196479,3.0307069846678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1.65661880748115,0.732185155083148,4.20005589561328,27.9709649416803,-1919.2032032815,125123.168797042
"6032",2017,12,180,2268.87086238183,6664.57460134802,"no","no",3309.1292568784,1934.77934140679,18057.5194527589,7.66212153442863,1.71475014196479,3.23009653605906,12,17.3294082398461,1360.65988429765,2850.54540073986,"no","no",2277.21606823772,1331.44107187344,79355.4168986036,2.5630559282275,1.71475014196479,3.23009653605906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1.79279551246842,0.688161716108327,4.394591245282,32.0370657550527,-1903.07168542528,149759.629465072
"6132",2018,13,192,2366.09988828218,7152.44460724157,"no","no",3391.15223177087,1888.32045338636,17850.3350960148,8.3918715565263,1.71475014196479,3.46936399772856,13,23.648314005104,1330.31536621122,2724.15056988356,"no","no",2199.11385385235,1224.54888065765,80890.2246046237,2.43964001991028,1.71475014196479,3.46936399772856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1.93399172556482,0.648485736868253,4.53158017311859,35.4875902561922,-1876.72965075464,176909.155675157
"6232",2019,14,205,2471.39382103857,7699.6578565773,"no","no",3699.15132814536,1961.73892858338,18170.7728262005,9.22508604907006,1.79449176604202,3.58899772856332,14,28.0951911811469,1307.41700118592,2627.72808594993,"no","no",2245.31546607879,1190.73873059567,82590.8335916536,2.34833756266248,1.79449176604202,3.58899772856332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2.07817479161566,0.606981241614824,4.54525706647797,41.4374258170368,-1836.109260163,198100.761329104
"6332",2020,15,217,2585.38474699831,8313.30877037152,"no","no",3929.1248482949,1984.47504419213,18481.4908100844,10.1780188020297,1.83436967632027,3.74850936967632,15,32.5540186547346,1289.81438066128,2553.60676317173,"no","no",2243.96734401897,1133.35599303245,84331.9568103058,2.27932398958792,1.83436967632027,3.74850936967632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2.2277129007965,0.571111234857496,4.56304946808134,45.9128935215591,-1794.12632121428,221578.915211319
"6432",2021,16,230,2706.66804307667,8994.60634466511,"no","no",4300.40131908107,2068.56656313096,19200.55808071,11.252418333259,1.91412549687677,3.82826519023282,16,34.2558605659453,1277.3220016825,2500.44779628618,"no","no",2313.81409257608,1112.98414033293,86162.8087418175,2.23087587434192,1.91412549687677,3.82826519023282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2.3803228206637,0.538046084747854,4.48751585134298,51.7001723181197,-1742.66694751633,240182.880228204
"6532",2022,17,242,2835.88405204793,9750.58349431253,"yes","no",4812.11382067407,2204.48478638485,19991.9218513099,12.4664223487123,2.03375922771153,3.94789892106758,17,38.0258577583023,1266.99325332615,2457.48646335859,"no","no",2426.63697758364,1111.67035912145,88012.63136749,2.19136449964075,2.03375922771153,3.94789892106758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2.54163420453347,0.504276720795378,4.40240973439595,59.252418555669,-1689.55383590512,261468.008333882
